Agent_0,Bidding_Factor_0,Participated_0,Agent_1,Bidding_Factor_1,Participated_1,Agent_2,Bidding_Factor_2,Participated_2,Agent_3,Bidding_Factor_3,Participated_3,seller_id,starting_price,market_price
110.44843005145239,1.6401663321239066,1,80.66995674721852,1.2346261405097163,1,91.18466362326514,1.3955501386425406,1,91.72194102132153,1.3620767584486635,1,0,65.99297847448217,93.5062478608144
80.23653536713901,1.1757673135239786,1,86.89082860251256,1.235457629644541,1,98.76574838681162,1.4043012289620525,1,,1.8356351766546588,0,1,68.92426740281013,88.63103745215442
97.83551016196716,1.085494914964941,1,,1.1396133172035685,0,94.12853498462717,1.044365649136591,1,,1.2493888798996937,0,2,88.3272677162421,95.98202257329717
166.26864473225527,1.8134880399942854,1,,1.6921364780028785,0,,1.5983521996544057,0,,1.9567144548225932,0,4,89.85075624657752,166.26864473225527
31.657977625293736,1.7772182791943998,1,29.53954896759467,1.6582937484428208,1,27.902361117395433,1.6143357216509497,1,34.15827458672277,1.9175801657261413,1,4,17.45695418283183,30.81454057425165
102.24881055814126,1.0637850166656422,1,,1.1396133172035685,0,98.37461598375742,1.0548093056279568,1,117.68689574970331,1.2244011023016999,1,2,94.19556844395134,106.10344076386734
,1.2099199209506213,0,,1.2225541769434392,0,21.334105244639492,1.4119064409851116,1,22.83114870748257,1.5109818549002976,1,3,14.807938070711845,22.08262697606103
,1.6401663321239066,0,,1.2346261405097163,0,,1.3955501386425406,0,43.417492783825736,1.3348352232796903,1,0,31.87595156771933,43.417492783825736
133.34758232165197,1.6073630054814285,1,100.37665551571968,1.2469724019148134,1,113.4599786325638,1.3676391358696898,1,108.52377977521024,1.3481835755124871,1,0,81.30125567751149,113.92699906128642
74.87151397288964,1.1875249866592184,1,78.67252484133452,1.2107484770516501,1,,1.4043012289620525,0,116.89114265824004,1.7989224731215656,1,1,63.67885304489944,90.1450604908214
34.7806099221679,1.7416739136105117,1,,1.6582937484428208,0,,1.6143357216509497,0,37.52752743958901,1.8792285624116185,1,4,19.570252190931605,36.15406868087845
,1.2099199209506213,0,,1.2225541769434392,0,,1.4119064409851116,0,74.83333525518613,1.4807622178022917,1,3,49.526296435984676,74.83333525518613
12.653104925388606,1.5752157453717999,1,9.816122796583977,1.2594421259339617,1,10.76600707320866,1.340286353152296,1,10.612853587815245,1.361665411267612,1,0,7.8719647535989035,10.962022095749122
28.134152500000635,1.1994002365258105,1,28.684349950684233,1.1865335075106171,1,,1.4043012289620525,0,42.61902676832197,1.7629440236591343,1,1,23.691419394170808,33.14584307300228
164.41684556738682,1.7068404353383015,1,,1.6582937484428208,0,,1.6143357216509497,0,177.40222777485403,1.8416439911633862,1,4,94.40162379566715,170.9095366711204
,1.0637850166656422,0,,1.1396133172035685,0,,1.0548093056279568,0,19.75768140079418,1.199913080255666,1,2,16.136608635562766,19.75768140079418
64.56313703711507,1.1754122317952942,1,63.87052721152957,1.1983988425857233,1,75.59285876872096,1.3762152043828113,1,94.89842766578306,1.7276851431859515,1,1,53.829518346710536,74.73123767078717
,1.5752157453717999,0,23.218259421631423,1.2342532834152824,1,24.708651240076144,1.31348062608925,1,25.102781710456785,1.33443210304226,1,0,18.435352402091134,24.34323079072145
,1.7068404353383015,0,,1.6582937484428208,0,90.98776501463416,1.5820490072179307,1,103.79939467437393,1.8048111113401184,1,4,56.36235622760224,97.39357984450405
,1.0637850166656422,0,,1.1396133172035685,0,,1.0548093056279568,0,119.08867187376023,1.1759148186505526,1,2,99.24774871892052,119.08867187376023
53.394606738434,1.2220191201601276,1,53.95216523341207,1.1981030934045704,1,62.30841220353683,1.3836683121654094,1,65.34706547402278,1.4511469734462459,1,3,44.13069477894241,58.750562412351414
112.17628049919246,1.6727036266315354,1,,1.6582937484428208,0,103.97478845875405,1.550408027073572,1,118.6150698577871,1.768714889113316,1,4,65.72159774089178,111.58871293857787
102.3122852948775,1.0425093163323293,1,,1.1396133172035685,0,,1.0548093056279568,0,113.09666006140434,1.1523965222775414,1,2,96.1775957472761,107.70447267814092
,1.1754122317952942,0,,1.1983988425857233,0,,1.3762152043828113,0,32.78318127650209,1.6931314403222324,1,1,18.97520587347762,32.78318127650209
113.81150466742149,1.6392495540989047,1,112.83105009518235,1.6251278734739645,1,105.4904572455746,1.5659121073443079,1,120.34415401073355,1.7333405913310496,1,4,68.0404483229425,113.11929150472798
26.19401653677968,1.1871663541132471,1,,1.1983988425857233,0,30.66890308492986,1.348690900295155,1,37.73136925672728,1.6592688115157876,1,1,22.284961674060188,31.531429626145606
90.13564001316398,1.0216591300056828,1,,1.1396133172035685,0,,1.0548093056279568,0,99.6365178297538,1.1293485918319905,1,2,86.46027292136993,94.88607892145889
