Agent_0,Bidding_Factor_0,Participated_0,Agent_1,Bidding_Factor_1,Participated_1,Agent_2,Bidding_Factor_2,Participated_2,Agent_3,Bidding_Factor_3,Participated_3,seller_id,starting_price,market_price
116.72786640489635,1.7511042903682814,1,118.52195273347651,1.7780184486068153,1,97.85300113327763,1.4976067671021407,1,104.7510249362302,1.571432553646104,1,0,65.99297847448217,109.46346130197017
84.28336865859511,1.2106118514740598,1,130.260547962725,1.8710092590384209,1,121.87643638920414,1.750583307910397,1,,1.0372136848294962,0,1,68.92426740281013,112.14011767017477
,1.4454672066929333,0,139.11475416325314,1.5592422383546145,1,156.7648828533955,1.7570704725458528,1,,1.8681982249707687,0,2,88.3272677162421,147.93981850832432
,1.294542171036487,0,,1.2331619044008844,0,157.19831992023788,1.7320537213281766,1,,1.2719791458159295,0,4,89.85075624657752,157.19831992023788
21.133595624375875,1.1985057329593192,1,32.66212291068784,1.8522991664480366,1,30.559852599421983,1.733077474831293,1,18.106591773874687,1.0475858216777911,1,1,17.45695418283183,25.615540727090096
,1.7511042903682814,0,167.48145847035147,1.7602382641207472,1,141.0679207326944,1.512582834773162,1,148.02198266202484,1.5557182281096429,1,0,94.19556844395134,152.19045395502357
,1.4454672066929333,0,23.08916250279325,1.5436498159710683,1,26.018590743335388,1.7394997678203943,1,,1.8681982249707687,0,2,14.807938070711845,24.55387662306432
,1.294542171036487,0,,1.2331619044008844,0,55.21086053374499,1.7147331841148947,1,,1.2719791458159295,0,4,31.87595156771933,55.21086053374499
142.36697762921898,1.7335932474645985,1,143.10958116461987,1.7426358814795397,1,122.97488378330796,1.5277086631208936,1,126.48184542570722,1.5401610458285464,1,0,81.30125567751149,133.7333220007135
82.43496066985753,1.2815967493261222,1,78.52633569091225,1.2454935234448932,1,109.19224244246487,1.6975858522737457,1,,1.2719791458159295,0,4,63.67885304489944,90.05117960107822
,1.1985057329593192,0,36.249961820440475,1.8337761747835561,1,33.91676324887133,1.71574670008298,1,,1.0475858216777911,0,1,19.570252190931605,35.083362534655905
,1.4454672066929333,0,76.45125837913632,1.5282133178113577,1,,1.7394997678203943,0,,1.8681982249707687,0,2,49.526296435984676,76.45125837913632
11.378666903569831,1.4599218787598627,1,12.030041373791446,1.512931184633244,1,13.69328086117562,1.7221047701421903,1,14.706390579705927,1.849516242721061,1,2,7.8719647535989035,12.952094929560705
32.34593488383975,1.351648670863527,1,,1.1576209641094164,0,45.21777615125696,1.8895279191570435,1,45.98822104588251,1.9217227164796118,1,3,23.691419394170808,41.18397736032641
,1.7335932474645985,0,,1.7426358814795397,0,144.2181784853202,1.5124315764896847,1,145.39370363304772,1.524759435370261,1,0,94.40162379566715,144.80594105918397
