Agent_0,Bidding_Factor_0,Participated_0,Agent_1,Bidding_Factor_1,Participated_1,Agent_2,Bidding_Factor_2,Participated_2,Agent_3,Bidding_Factor_3,Participated_3,seller_id,starting_price,market_price
67.96965569244944,1.2359434096837727,1,72.60584576531042,1.089203563307139,1,74.1914254098437,1.1129897885143396,1,80.72854780923981,1.211057057563343,1,2,65.99297847448217,73.87386866921085
127.38056879288762,1.829642415609008,1,,1.8368971421680156,0,112.31244127702396,1.6132099919820169,1,90.76395352964893,1.303696323229819,1,1,68.92426740281013,110.15232119985349
148.9419660383782,1.669388742462822,1,,1.2919823796638066,0,174.32479342280828,1.9538875134574658,1,,1.601628816920627,0,3,88.3272677162421,161.63337973059325
,1.4899457299943772,0,,1.6257804709876722,0,152.68527938819648,1.6823278168020122,1,,1.9488146569206701,0,0,89.85075624657752,152.68527938819648
29.142442790508728,1.6526948550381937,1,22.55407720681711,1.5503788555965679,1,34.10892480083419,1.9343486383228912,1,27.959560874886535,1.5856125287514207,1,3,17.45695418283183,28.44125141826164
140.3462849874584,1.4750462726944336,1,153.14131562975874,1.6095226662777955,1,158.46782501273717,1.665504538633992,1,,1.9488146569206701,0,0,94.19556844395134,150.6518085433181
,1.2359434096837727,0,16.128858911850784,1.0783115276740676,1,16.481083861655016,1.101859890629196,1,,1.211057057563343,0,2,14.807938070711845,16.3049713867529
,1.829642415609008,0,,1.8368971421680156,0,51.42260357297966,1.5970778920621966,1,,1.303696323229819,0,1,31.87595156771933,51.42260357297966
147.47795853216576,1.795829323054719,1,126.1098443161614,1.861371167250657,1,145.84554161566197,1.775951490493939,1,137.85946312733887,1.6787055422296149,1,4,81.30125567751149,139.323201897832
78.70345875706491,1.2235839755869349,1,68.66564130737797,1.293973833208881,1,70.16517405144555,1.0908412917229042,1,,1.211057057563343,0,2,63.67885304489944,72.51142470529614
35.806563492693584,1.811345991452918,1,35.94854032102961,1.8185281707463354,1,,1.5970778920621966,0,,1.303696323229819,0,1,19.570252190931605,35.8775519068616
,1.6526948550381937,0,76.7845227903583,1.5348750670406022,1,,1.9343486383228912,0,,1.5856125287514207,0,3,49.526296435984676,76.7845227903583
14.136705134566128,1.7778710298241718,1,14.652648221962421,1.8427574555781503,1,13.980227537269727,1.7581919755889996,1,13.214710860102663,2.014446650675538,1,4,7.8719647535989035,13.996072938475235
28.98844112961693,1.2113481358310656,1,30.656076767634428,1.2810340948767922,1,,1.0908412917229042,0,28.691660661003617,1.4532684690760116,1,2,23.691419394170808,29.445392852751656
,1.4750462726944336,0,151.94155323255558,1.5934274396150174,1,,1.665504538633992,0,183.97126809010723,1.9293265103514634,1,0,94.40162379566715,167.9564106613314
,1.811345991452918,0,,1.8185281707463354,0,,1.5970778920621966,0,21.037237347581726,1.290659359997521,1,1,16.136608635562766,21.037237347581726
65.20628670197195,1.199234654472755,1,68.95744831293202,1.2682237539280243,1,58.719461326147496,1.309009550067485,1,78.2287417188231,1.4387357843852515,1,2,53.829518346710536,67.77798451496864
,1.6526948550381937,0,28.295962754076754,1.8418500804487226,1,35.66039881598763,1.9150051519396623,1,29.2313257407033,1.5697564034639064,1,3,18.435352402091134,31.062562436922562
,1.811345991452918,0,102.49653256953484,1.800342889038872,1,90.0150730756376,1.5811071131415746,1,,1.290659359997521,0,1,56.36235622760224,96.25580282258622
,1.4750462726944336,0,158.14408612874414,1.5774931652188673,1,,1.665504538633992,0,,1.9293265103514634,0,0,99.24774871892052,158.14408612874414
52.92305850486762,1.439081585367306,1,55.96759539600221,1.255541516388744,1,57.767500916748915,1.29591945456681,1,63.49240976824784,1.424348426541399,1,2,44.13069477894241,57.537641146466655
116.84452465728923,1.7600923195259301,1,,1.8427574555781503,0,115.55118577092405,2.1098303707067996,1,132.39265244618446,1.9943021841687825,1,4,65.72159774089178,121.59612095813259
,1.6526948550381937,0,,1.8418500804487226,0,184.1805913572039,1.8958551004202655,1,150.97539679404963,1.5540588394292674,1,3,96.1775957472761,167.57799407562675
,1.811345991452918,0,,1.800342889038872,0,30.00183297988125,1.565296042010159,1,,1.290659359997521,0,1,18.97520587347762,30.00183297988125
112.45009887781916,1.6361679064878116,1,125.32030521737879,1.8234315796442353,1,128.99483098793203,1.8768965494160628,1,105.73886015499906,1.8648706073151207,1,3,68.0404483229425,118.12602380953226
,1.7600923195259301,0,41.06577927214775,1.8243298810223687,1,47.01748894996923,2.0887320669997314,1,44.44294774069584,1.9743591623270946,1,4,22.284961674060188,44.17540532093761
,1.439081585367306,0,,1.255541516388744,0,112.04554972595926,1.2829602600211418,1,123.1495536938932,1.410104942275985,1,2,86.46027292136993,117.59755170992622
,1.4750462726944336,0,,1.5774931652188673,0,,1.665504538633992,0,107.77975976565098,1.9100332452479487,1,0,55.8639292972846,107.77975976565098
101.46266327818344,1.7932325315383888,1,100.84632378229496,1.7823394601484832,1,87.68015939006659,1.5496430815900573,1,72.29636782160183,1.548791231997025,1,1,56.015064905848355,90.5713785680367
102.3226629871739,1.424690769513633,1,89.27245873628522,1.2429861012248566,1,,1.2829602600211418,0,100.26234388109897,1.3960038928532252,1,2,71.1027533307345,97.28582186818602
48.533735064673536,1.6198062274229335,1,,1.8234315796442353,0,,1.8768965494160628,0,55.317755363882725,1.8462219012419694,1,3,29.66305283964148,51.92574521427813
,1.7600923195259301,0,,1.8243298810223687,0,,2.0887320669997314,0,72.24062552757286,1.9546155707038237,1,4,36.589404251263915,72.24062552757286
24.806656473861576,1.7700555272333203,1,26.52956165772811,1.5617182335666786,1,28.009696855191187,1.648849493247652,1,32.12206928394869,1.8909329127954693,1,0,16.817544597124957,27.866996067682393
44.83720810556069,1.6036081651487042,1,,1.8234315796442353,0,51.95362244820155,1.858127583921902,1,51.10452978485573,1.8277596822295497,1,3,27.68059990539451,49.298453446206
,1.7932325315383888,0,,1.7823394601484832,0,82.88949410885645,1.5341466507741566,1,82.8439291767362,1.5333033196770547,1,1,53.48940997678332,82.86671164279633
,1.424690769513633,0,,1.2429861012248566,0,126.02291731642632,1.2701306574209303,1,,1.3960038928532252,0,2,98.22823141408105,126.02291731642632
111.84528029564687,1.775300206223005,1,111.16587112731148,1.7645160655469985,1,95.68589636462892,1.518805184266415,1,95.63329716107974,1.8399639836124655,1,1,62.37076247980868,103.58258623716675
119.38080956726178,1.752354971960987,1,105.32956970596132,1.5461010512310118,1,,1.648849493247652,0,127.53334485486309,1.8720235836675145,1,0,67.44466923806598,117.41457470936207
96.7187712415907,1.7424913963306707,1,,1.8243298810223687,0,,2.0887320669997314,0,107.40801158604754,1.9350694149967855,1,4,54.95096488327459,102.06339141381912
,1.424690769513633,0,,1.2429861012248566,0,,1.2701306574209303,0,132.35481079495622,1.3820438539246929,1,2,94.80977200174033,132.35481079495622
20.634997733391828,1.757547204160775,1,20.50964951474918,1.7468709048915285,1,17.65365735042582,1.5036171324237508,1,21.386609711572635,1.821564343776341,1,1,11.623384969516392,20.046228577534865
35.56867700432168,1.5875720834972171,1,40.44444915247211,1.8051972638477929,1,,1.858127583921902,0,40.54044821648557,1.8094820854072542,1,3,22.18040402720409,38.85119145775979
,1.7424913963306707,0,97.31020558582564,1.806086582212145,1,,2.0887320669997314,0,103.21707962742717,1.9157187208468176,1,4,53.340246519062795,100.2636426066264
,1.752354971960987,0,,1.5461010512310118,0,,1.648849493247652,0,118.82419227910093,1.8533033478308394,1,0,63.47366203918775,118.82419227910093
70.00895842594394,1.5716963626622449,1,79.60582168776176,1.7871452912093149,1,81.93994976676984,1.839546308082683,1,79.7947743013389,1.7913872645531816,1,3,44.09812893139517,77.83737604545361
,1.424690769513633,0,99.29421450073232,1.491583321469828,1,101.46261958812963,1.257429350846721,1,110.402649511358,1.368223415385446,1,2,79.88360803301529,103.71982786673999
,1.757547204160775,0,64.80029585152987,1.7294021958426131,1,,1.5036171324237508,0,67.57105408234747,1.8033487003385775,1,1,37.09506848507138,66.18567496693868
,1.7424913963306707,0,,1.806086582212145,0,,2.0887320669997314,0,22.598462915624605,1.8965615336383495,1,4,11.796336627975979,22.598462915624605
120.58205958009823,1.7348314222413772,1,106.3894313991429,1.855321261477214,1,113.45969909904166,1.6323609983151754,1,127.52846214602978,1.834770314352531,1,0,68.81143461770186,116.98991305607814
77.70540935763012,1.5559793990356223,1,88.35730598736777,1.7692738382972217,1,,1.839546308082683,0,88.56703114993732,1.7734733919076497,1,3,49.44047158447798,84.8765821649784
,1.757547204160775,0,138.11484961939877,1.712108173884187,1,,1.5036171324237508,0,144.02042229236753,1.7853152133351917,1,1,79.86276989321466,141.06763595588313
,1.7424913963306707,0,,1.806086582212145,0,,2.0887320669997314,0,43.07647864072485,1.877595918301966,1,4,22.712934896495163,43.07647864072485
147.28402291809365,1.7174831080189634,1,157.51339046118355,1.836768048862442,1,138.5844708622089,1.9588331979782105,1,155.76865254112113,1.8164226112090056,1,0,84.89817571312193,149.7876341956518
,1.7424913963306707,0,34.72925364256085,2.167303898654574,1,40.164245978359986,2.067844746329734,1,36.10430725036336,1.8588199591189463,1,4,19.22900816860258,36.999268957094735
,1.424690769513633,0,85.06430776467826,1.4766674882551296,1,71.71061499089625,1.2448550573382537,1,,1.368223415385446,0,2,57.02953803536409,78.38746137778725
